0.00514089	0.00078816
0.00514089	0.00275902
0.00514089	0.00275902
0.00514089	0.106136
0.00514089	0.106136
0.250016	0.150914
0.250016	0.150914
0.00514089	0.162926
-0.439351	0.193791
-0.439351	0.195762
-0.326619	0.323701
0.668746	0.449954
0.250016	0.458903
0.714779	0.511671
-0.732664	0.537558
-0.350683	0.62325
-0.439351	0.653717
-0.173435	0.823063
-1.04937	1.15574
0.00514089	1.29669
0.00514089	1.29669
0.00514089	1.29669
-1.04937	1.6684
0.492475	1.785
-0.538907	1.83288
-0.439351	2.18058
-0.439351	2.18058
-0.439351	2.18058
0.00514089	2.38337
0.00514089	2.38337
-0.173435	2.41342
-0.173435	2.41342
-0.439351	2.46388
-0.287514	2.46601
0.492475	2.62587
0.514857	2.64842
-0.538907	2.67376
1.77539	3.26176
-1.7909	3.41637
0.00514089	4.43089
-0.173435	4.46095
-1.7909	4.7498
2.13922	4.97267
-1.6187	5.00352
-1.6187	5.00352
-1.7909	7.6382
2.66259	11.5203
0.884304	11.5389
-0.364764	12.3237
2.10232	16.6104
